file_name	url	most_common_town	most_mentioned_year	most_common_state	has_climate	has_community	total_words	total_pages	first100words	flood_count	storm_count	heat_count	air_pollution_count	indoor_air_quality_count	chemical_hazards_count	extreme_precipitation_count	fire_count	flood_percent	storm_percent	heat_percent	air_pollution_percent	indoor_air_quality_percent	chemical_hazards_percent	extreme_precipitation_percent	fire_percent	workshop_count	mapping_count	survey_count	conversation_count	community_meeting_count	small_group_discussion_count	inform_count	workshop_percent	mapping_percent	survey_percent	conversation_percent	community_meeting_percent	small_group_discussion_percent	inform_percent	town_name	is_ACRES_town	is_INNER_CORE	is_MASS	duplicated	pass_checks2	Manual.Check
arlingtonurl2.json	https://www.umb.edu/media/umassboston/content-assets/documents/Report-Learning-From-MVP-Greater-Boston-2022-05-24.pdf	boston	2021	massachusetts	1	1	23026	54	Learning from the Massachusetts Municipal Vulnerability Preparedness (MVP) Program in the Greater B	66	32	10	10	0	0	4	0	54.098	26.23	8.197	8.197	0	0	3.279	0	70	0	3	41	27	2	0	48.951	0	2.098	28.671	18.881	1.399	0	ARLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl15.json	https://cms7files1.revize.com/quincyma/Document%20Center/Residents/Multi-Hazard%20Mitigation%20Plan/Quincy%20HMP%205-Year%20Update%20Volume%202%20-%20Adopted%204-2-2019.pdf	quincy	2013	massachusetts	1	1	34611	183	CITY OF QUINCY MULTI- HAZARD MITIGATION PLAN 5-YEAR UPDATE Adopted April 2, 2019 Prepared for the C	384	156	30	35	5	3	19	4	60.377	24.528	4.717	5.503	0.786	0.472	2.987	0.629	16	0	49	1	13	0	0	20.253	0	62.025	1.266	16.456	0	0	ARLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	
arlingtonurl24.json	https://www.tbf.org/-/media/tbf/reports-and-covers/2022/november/bf_climatefinal_spread.pdf	boston	2022	massachusetts	1	1	29924	78	The Boston Foundation IINNAAUUGGUURRAALL BBOOSSTTOONN CCLLIIMMAATTEE PPRROOGGRREESSSS RREEPPOORRTT 	36	58	11	4	2	0	4	1	31.034	50	9.483	3.448	1.724	0	3.448	0.862	2	0	10	4	7	0	0	8.696	0	43.478	17.391	30.435	0	0	ARLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl28.json	https://climateactiontool.org/sites/default/files/Vulnerability_Assessment_Methodology.pdf	cambridge	2011	massachusetts	1	0	2632	7	Climate Change Vulnerability Assessments Climate Change Vulnerability is formally defined as the su	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	57.143	0	42.857	0	0	0	0	ARLINGTON	TRUE	TRUE	TRUE	FALSE	FALSE	
arlingtonurl31.json	https://www.boston.gov/sites/default/files/embed/file/2019-10/city_of_boston_2019_climate_action_plan_update_4.pdf	boston	2019	massachusetts	1	1	24031	88	CITY OF BOSTON CLIMATE ACTION PLAN 2019 UPDATE MAYOR MARTIN J. WALSH October 2019 1CONTENTS INTRODU	21	15	6	15	3	0	1	0	34.426	24.59	9.836	24.59	4.918	0	1.639	0	15	0	21	1	10	1	0	31.25	0	43.75	2.083	20.833	2.083	0	ARLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl20.json	https://www.1854treatyauthority.org/images/ClimateAdaptationPlan_Final-July_2016-optimized(1).pdf	washington	2008	minnesota	1	1	62366	146	Climate Change Vulnerability Assessment and Adaptation Plan 1854 Ceded Territory Including the Bois	59	48	33	97	5	5	34	17	19.799	16.107	11.074	32.55	1.678	1.678	11.409	5.705	28	0	82	1	13	0	0	22.581	0	66.129	0.806	10.484	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl32.json	https://www.cna.org/archive/CNA_Files/pdf/national%20security%20and%20the%20threat%20of%20climate%20change.pdf	lawrence	2006	virginia	1	1	26953	35	SecurityAndClimate.cna.orgTo the reader, MILITARY ADVISORY BOARD During our decades of experience i	66	97	12	0	1	2	22	3	32.512	47.783	5.911	0	0.493	0.985	10.837	1.478	3	0	4	0	0	0	0	42.857	0	57.143	0	0	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl21.json	https://woburnma.gov/wp-content/uploads/2021/05/Woburn-Hazard-Mitigation-Plan-provisionally-approved.pdf	woburn	2021	massachusetts	1	1	29551	114	CITY OF WOBURN HAZARD MITIGATION PLAN 2021 UPDATE Horn Pond Louis Linscott illustration from the Ho	261	381	32	7	3	0	76	45	32.422	47.329	3.975	0.87	0.373	0	9.441	5.59	5	0	14	0	29	0	0	10.417	0	29.167	0	60.417	0	0	ARLINGTON	TRUE	FALSE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl25.json	https://planning.septa.org/wp-content/uploads/2022/07/ClimateAdaptationReport-2.pdf	lee	2010	pennsylvania	1	1	29273	92	A Vulnerability and Risk Assessment of SEPTA’s Regional Rail A Transit Climate Change Adaptation As	125	374	47	0	7	0	10	0	22.202	66.43	8.348	0	1.243	0	1.776	0	1	0	3	2	0	1	0	14.286	0	42.857	28.571	0	14.286	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl29.json	https://cityofeverett.com/wp-content/uploads/2021/10/Everett-HMP-2021-Update_draft-07-22-2021-lr.pdf	everett	2021	massachusetts	1	1	45839	306	Everett Hazard Mitigation Plan 2021 Update Everett, Massachusetts July 22, 2021 submitted to Federa	528	369	48	1	2	4	57	13	51.663	36.106	4.697	0.098	0.196	0.391	5.577	1.272	86	0	45	0	51	0	0	47.253	0	24.725	0	28.022	0	0	ARLINGTON	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl30.json	https://www.fs.usda.gov/rm/pubs_other/rmrs_2011_glick_p001.pdf	washington	2009	washington	1	1	66828	176	Scanning the Conservation Horizon A Guide to Climate Change Vulnerability AssessmentCopyright © 201	18	40	5	5	0	9	30	21	14.062	31.25	3.906	3.906	0	7.031	23.438	16.406	41	0	28	0	5	0	0	55.405	0	37.838	0	6.757	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl3.json	https://www.somervillema.gov/sites/default/files/6-13-2017_Somerville%20CCVA%20Final%20Report.pdf	somerville	2016	washington	1	1	56903	175	CITY OF SOMERVILLE Climate Change Vulnerability Assessment JUNE 2017 January 2017Commission on Ener	625	325	137	79	5	2	19	2	52.345	27.219	11.474	6.616	0.419	0.168	1.591	0.168	0	0	25	0	2	0	0	0	0	92.593	0	7.407	0	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl27.json	https://necasc.umass.edu/sites/default/files/2021-11/Staudinger%20et%20al.%202015%20Integrating%20Climate%20Change%20into%20NE%20and%20MW%20SWAPs_0.pdf	amherst	2013	massachusetts	1	1	58350	205	The Integrating Climate Change into Northeast and Midwest State Wildlife Action Plans DOI Northeast	98	146	12	1	0	1	57	1	31.013	46.203	3.797	0.316	0	0.316	18.038	0.316	30	0	30	0	1	0	0	49.18	0	49.18	0	1.639	0	0	ARLINGTON	FALSE	FALSE	TRUE	FALSE	FALSE	
arlingtonurl23.json	http://www.sfrpc.com/Climate%20Change/4.pdf	cambridge	2004	washington	1	1	62891	159	Climate Change Risk and Vulnerability Promoting an efficient adaptation response in Australia Final	72	184	24	9	1	7	123	2	17.062	43.602	5.687	2.133	0.237	1.659	29.147	0.474	13	0	12	1	5	5	0	36.111	0	33.333	2.778	13.889	13.889	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl35.json	https://dnr.maryland.gov/wildlife/Documents/SWAP/SWAP_Chapter6.pdf	cambridge	2013	maryland	1	1	29221	70	Chapter 6 Climate Change2015-2025 Maryland State Wildlife Action Plan Table of Contents Introductio	57	63	6	1	0	1	43	0	33.333	36.842	3.509	0.585	0	0.585	25.146	0	10	0	8	0	0	0	0	55.556	0	44.444	0	0	0	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl4.json	https://www.cambridgema.gov/-/media/Files/CDD/Climate/vulnerabilityassessment/newdocumentsapril2017/appendixafloodingmaps_20170426.pdf	cambridge	2017	None	0	0	2326	7	Appendix A – Flooding Maps (Technical Report: Climate Projections and Scenario ) Updated April 2017	29	14	0	0	0	0	0	0	67.442	32.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl38.json	https://www.asla.org/uploadedFiles/CMS/About__Us/Climate_Blue_Ribbon/climate%20interactive3.pdf	cambridge	2017	washington	1	1	8641	28	Smart Policies for a Changing Climate The Report and Recommendations of the ASLA Blue Ribbon Panel 	24	17	5	4	0	0	6	3	40.678	28.814	8.475	6.78	0	0	10.169	5.085	0	0	13	0	6	0	0	0	0	68.421	0	31.579	0	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl34.json	https://repository.library.noaa.gov/view/noaa/55803/noaa_55803_DS1.pdf	cambridge	2022	maine	1	1	5528	16	TYPEOriginalResearch PUBLISHED19January2023 DOI10.3389/fmars.2022.1049445 Harvester perceptions of 	0	2	0	0	0	0	0	0	0	100	0	0	0	0	0	0	2	0	59	0	1	0	0	3.226	0	95.161	0	1.613	0	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl33.json	https://snepnetwork.org/wp-content/uploads/2021/09/FoxboroughFinalReport.pdf	foxborough	2021	massachusetts	1	1	10413	60	Town of Foxborough Community Resilience Building Workshop Summary of Findings March 2021 Project No	86	76	2	0	1	12	8	1	46.237	40.86	1.075	0	0.538	6.452	4.301	0.538	71	1	5	0	12	0	0	79.775	1.124	5.618	0	13.483	0	0	ARLINGTON	FALSE	FALSE	TRUE	FALSE	FALSE	
arlingtonurl37.json	https://coast.noaa.gov/data/docs/nerrs/Research_DataSyntheses_130725_climate%20sensitivity%20of%20nerrs_Final-Rpt-in-Layout_FINAL.pdf	cambridge	2010	alaska	1	1	26231	82	CLIMATE SENSITIVITY OF THE NATIONAL ESTUARINE RESEARCH RESERVE SYSTEM July 2013Climate Sensitivity 	36	17	2	1	0	3	3	0	58.065	27.419	3.226	1.613	0	4.839	4.839	0	6	0	39	0	2	0	0	12.766	0	82.979	0	4.255	0	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl36.json	https://www.conservationgateway.org/ConservationByGeography/NorthAmerica/UnitedStates/oregon/science/Documents/PNW%20Terrestrial%20Climate%20Resilience%20Report%20March3%202015.pdf	washington	2012	oregon	1	1	37158	108	Conserving Nature’s Stage: Identifying Resilient Terrestrial Landscapes in the Pacific Northwest Pa	0	5	0	0	0	7	0	0	0	41.667	0	0	0	58.333	0	0	3	0	6	0	0	0	0	33.333	0	66.667	0	0	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl40.json	https://www.bluecrossma.org/sites/g/files/csphws2356/files/acquiadam_assets/2024-06/Impact%20Report%202023.pdf	boston	2023	massachusetts	0	1	11137	60	IMpact Report 2023 ® Registered Marks of the Blue Cross and Blue Shield Association. © 2024 Blue Cr	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	0	2	0	3	1	2	0	0	25	0	37.5	12.5	25	0	0	ARLINGTON	FALSE	TRUE	TRUE	FALSE	FALSE	
arlingtonurl47.json	https://seagrant.whoi.edu/wp-content/uploads/2023/06/VMurphy-Topic-4-Nantucket-Conf-2023.pdf	nantucket	2021	massachusetts	1	1	993	18	Developing a Nantucket Climate Action Plan We need MIRACLES Vince Murphy, Sustainability Programs M	6	4	0	9	0	0	2	2	26.087	17.391	0	39.13	0	0	8.696	8.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ARLINGTON	FALSE	FALSE	TRUE	FALSE	FALSE	
arlingtonurl42.json	https://dot.ca.gov/-/media/dot-media/programs/research-innovation-system-information/documents/final-reports/task_3725-a11y.pdf	washington	2019	district	1	0	19022	68	ADA Notice TECHNICAL REPORT DOCUMENTATION PAGE For individuals with sensory disabilities, this docu	61	13	3	0	0	0	2	8	70.115	14.943	3.448	0	0	0	2.299	9.195	1	0	8	0	0	0	0	11.111	0	88.889	0	0	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	EXCLUDE
arlingtonurl45.json	https://arlingtonlandtrust.org/wp-content/uploads/2020/01/2016_Fall_ALT_Newsletter_web.pdf	arlington	2015	massachusetts	1	1	4852	8	N E W S V O L U M E 1 6 N U M B E R 1 F A L L 2 0 1 6 The Arlington Land Trust is a community-based	10	10	1	0	0	0	3	0	41.667	41.667	4.167	0	0	0	12.5	0	1	0	4	0	1	0	0	16.667	0	66.667	0	16.667	0	0	ARLINGTON	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl43.json	https://www.fema.gov/pdf/library/erosion.pdf	washington	1998	washington	1	1	84699	252	T H C HE EINZ ENTER E E H VALUATION OF ROSION AZARDS April 2000A BOUT THE H. JOHN HEINZ III CENTER 	919	280	9	1	0	0	42	0	73.461	22.382	0.719	0.08	0	0	3.357	0	9	0	63	2	12	0	0	10.465	0	73.256	2.326	13.953	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl55.json	https://www.abettercity.org/docs-new/extreme%20heat%20case%20studies%2051123.pdf	boston	2022	massachusetts	1	1	7123	21	CASE STUDIES: HOW BOSTON ORGANIZATIONS AND INSTITUTIONS CAN ENGAGE IN COMMUNITY HEAT RESILIENCE INI	1	12	53	9	0	0	1	0	1.316	15.789	69.737	11.842	0	0	1.316	0	1	0	3	0	9	0	0	7.692	0	23.077	0	69.231	0	0	ARLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl49.json	https://www.pewtrusts.org/~/media/legacy/uploadedfiles/wwwpewtrustsorg/reports/global_warming/pewclimate0704pdf.pdf	arlington	2001	washington	1	1	18063	52	environment + + Coping climate change with Global The Role of Adaptation in the United States + Wil	38	17	2	0	0	0	10	0	56.716	25.373	2.985	0	0	0	14.925	0	0	0	5	0	2	0	0	0	0	71.429	0	28.571	0	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl48.json	https://spo.nmfs.noaa.gov/sites/default/files/TMSPO196.pdf	washington	2016	washington	1	0	20992	80	A Method for Assessing the Vulnerability of Marine Mammals to a Changing Climate Matthew D. Lettric	18	12	1	0	0	1	0	0	56.25	37.5	3.125	0	0	3.125	0	0	8	0	3	0	0	0	0	72.727	0	27.273	0	0	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl39.json	https://www.epa.gov/system/files/documents/2024-03/boston-cambridge-newton-ma-nh-mapc-pcap.pdf	boston	2017	massachusetts	1	1	41467	156	Greater Boston Priority Climate Action Plan March 2024 Grant #: 00A01117 | Recipient: Metropolitan 	38	17	29	175	11	1	4	9	13.38	5.986	10.211	61.62	3.873	0.352	1.408	3.169	0	0	65	1	23	18	1	0	0	60.185	0.926	21.296	16.667	0.926	ARLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl46.json	https://assets.firststreet.org/uploads/2021/02/The_Cost_of_Climate_FSF20210219-1.pdf	florida	2021	florida	1	1	62518	121	February 2021 The Cost of Climate America’s Growing Flood RiskContents Overview Contiguous United S	977	9	0	0	0	0	303	0	75.795	0.698	0	0	0	0	23.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl56.json	https://www.transportation.gov/sites/dot.gov/files/docs/DOT%20Adaptation%20Plan.pdf	lawrence	2013	new york	1	1	6986	24	U.S. Department of Transportation Climate Adaptation Plan Ensuring Transportation Infrastructure an	44	33	4	0	1	3	0	1	51.163	38.372	4.651	0	1.163	3.488	0	1.163	19	0	0	1	17	3	0	47.5	0	0	2.5	42.5	7.5	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl5.json	https://www.cftc.gov/sites/default/files/2020-09/9-9-20%20Report%20of%20the%20Subcommittee%20on%20Climate-Related%20Market%20Risk%20-%20Managing%20Climate%20Risk%20in%20the%20U.S.%20Financial%20System%20for%20posting.pdf	washington	2019	washington	1	1	66468	196	MANAGING CLIMATE RISK IN THE U.S. FINANCIAL SYSTEM Report of the Climate-Related Market Risk Subcom	60	43	14	36	1	0	19	22	30.769	22.051	7.179	18.462	0.513	0	9.744	11.282	7	0	30	0	20	0	0	12.281	0	52.632	0	35.088	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl54.json	https://onlinepubs.trb.org/onlinepubs/sr/sr290.pdf	washington	2005	washington	1	1	87610	298	Special Report 290 Potential Impacts of CLIMATE CHANGE on U.S. Transportation Potential Impacts of 	373	431	45	116	1	8	100	12	34.346	39.687	4.144	10.681	0.092	0.737	9.208	1.105	29	0	26	4	0	0	1	48.333	0	43.333	6.667	0	0	1.667	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl53.json	https://static1.squarespace.com/static/563d6078e4b0396c216603c8/t/64c184ca84316d44a8d5f988/1690404047425/_FINAL+REPORT+2023.06.29_BIM_ClimateVulnerabilityAssessment_ExecutiveSummary_final_wAppendix+-+rev-compressed.pdf	winthrop	2020	massachusetts	1	1	53848	205	Belle Isle Marsh Climate Vulnerability Assessment June 2023 PREPARED FOR: PREPARED BY: Town of Wint	1017	366	1	0	0	3	84	2	69.043	24.847	0.068	0	0	0.204	5.703	0.136	10	0	26	0	8	0	0	22.727	0	59.091	0	18.182	0	0	ARLINGTON	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl51.json	https://www.mma.org/wp-content/uploads/2023/11/MMA-Beacon-Nov-2023.pdf	boston	2023	massachusetts	1	1	27486	35	Vol. 50, No. 10 A Publication of the Massachusetts Municipal Association | www.mma.org November 202	33	25	2	0	5	0	2	1	48.529	36.765	2.941	0	7.353	0	2.941	1.471	14	0	14	4	9	1	1	32.558	0	32.558	9.302	20.93	2.326	2.326	ARLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	EXCLUDE
arlingtonurl57.json	https://idot.illinois.gov/content/dam/soi/en/web/idot/documents/transportation-system/reports/opp/all-hazards_executive-summary_hires.pdf	washington	2015	illinois	1	1	25372	72	Illinois All-Hazards Transportation System Vulnerability Assessment October 2017 1CREDITS: PRIMARY 	117	142	10	1	1	4	37	9	36.449	44.237	3.115	0.312	0.312	1.246	11.526	2.804	3	0	21	0	2	0	0	11.538	0	80.769	0	7.692	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl50.json	https://www.nrc.gov/docs/ML1006/ML100601201.pdf	washington	2008	alaska	1	1	109420	196	A State of Knowledge Report from the U.S. Global Change Research ProgramThe full report can be foun	273	462	153	118	2	15	200	55	21.362	36.15	11.972	9.233	0.156	1.174	15.649	4.304	34	0	107	0	0	0	0	24.113	0	75.887	0	0	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl58.json	https://www3.weforum.org/docs/WEF_Global_Risks_Report_2019.pdf	washington	2018	washington	1	1	39857	114	Insight Report The Global Risks Report 2019 14th Edition In partnership with Marsh & McLennan Compa	88	33	1	0	0	0	11	1	65.672	24.627	0.746	0	0	0	8.209	0.746	3	0	54	1	41	0	0	3.03	0	54.545	1.01	41.414	0	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl6.json	https://www.cambridgema.gov/-/media/Files/CDD/Climate/resilientcambridge/sealevelrisestormsurgetechnicalreport.pdf	boston	2021	massachusetts	1	1	7718	37	Sea Level Rise/ Storm Surge Flooding RegiRonal A Analysis Technical Report RESILIENT CAMBRIDGEConte	236	26	0	0	0	0	3	0	89.057	9.811	0	0	0	0	1.132	0	1	0	1	0	0	0	0	50	0	50	0	0	0	0	ARLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE
arlingtonurl59.json	https://www.pvpc.org/sites/default/files/doc-municipal-vulnerability-preparedness3856.pdf	longmeadow	2019	connecticut	1	1	7949	51	T L OWN OF ONGMEADOW May 23, 2019 Municipal Vulnerability Preparedness Community Resiliency Buildin	42	66	1	1	2	1	11	10	31.343	49.254	0.746	0.746	1.493	0.746	8.209	7.463	47	2	0	0	7	6	0	75.806	3.226	0	0	11.29	9.677	0	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	EXCLUDE
arlingtonurl64.json	https://documents.dnrec.delaware.gov/energy/Documents/Climate/Plan/DNREC%20Technical%20Report.pdf	arlington	2005	delaware	1	1	17562	53	Delaware Climate Action Plan Supporting Technical Greenhouse Gas Mitigation Analysis Report August 	1	8	2	257	0	1	1	5	0.364	2.909	0.727	93.455	0	0.364	0.364	1.818	4	0	5	0	3	0	0	33.333	0	41.667	0	25	0	0	ARLINGTON	TRUE	TRUE	FALSE	FALSE	FALSE	
arlingtonurl63.json	https://mde.maryland.gov/programs/Air/ClimateChange/MCCC/Publications/2008ClimateActionPlan.pdf	washington	2020	maryland	1	1	129937	356	Maryland Commission on Climate Change Climate Action PlanCover Photo: Still Pond Creek on the Upper	351	306	107	554	5	23	93	15	24.14	21.045	7.359	38.102	0.344	1.582	6.396	1.032	115	0	90	0	51	0	1	44.747	0	35.019	0	19.844	0	0.389	ARLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
arlingtonurl69.json	https://climate-vulnerability.mapc.org/assets/data/MAPC_ClimateVulnerability_Technical-Documentation_2019-12-10.pdf	boston	2015	massachusetts	1	0	4027	11	Climate Vulnerability in Greater Boston Technical Documentation Seleeke Flingai and Caitlin Spence 	115	22	17	0	1	0	7	0	70.988	13.58	10.494	0	0.617	0	4.321	0	0	0	3	0	0	0	0	0	0	100	0	0	0	0	ARLINGTON	FALSE	TRUE	TRUE	FALSE	FALSE	
