file_name	url	most_common_town	most_mentioned_year	ma_url	org_url	has_mass	has_climate	total_words	total_pages	flood_count	storm_count	heat_count	air_pollution_count	indoor_air_quality_count	chemical_hazards_count	extreme_precipitation_count	fire_count	flood_percent	storm_percent	heat_percent	air_pollution_percent	indoor_air_quality_percent	chemical_hazards_percent	extreme_precipitation_percent	fire_percent	workshop_count	mapping_count	focus_group_count	interview_count	survey_count	community_meeting_count	small_group_meeting_count	information_count	workshop_percent	mapping_percent	focus_group_percent	interview_percent	survey_percent	community_meeting_percent	small_group_meeting_percent	information_percent	town_name	towns_match
medfordurl21.json	https://sites.tufts.edu/tier/files/2021/06/2015_MHFE2finalReport.pdf	Medford	2013	0	1	1	1	113666	219	0	5	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	60	3	0	1	0	0	0	0	93.75	4.688	0	1.562	0	MEDFORD	TRUE
melroseurl16.json	https://www.fisheries.noaa.gov/s3/2023-11/NERAP-Nov2023.pdf	Melrose	2019	0	1	1	1	17414	44	17	14	1	0	0	0	0	0	53.125	43.75	3.125	0	0	0	0	0	6	0	0	0	58	0	3	0	8.955	0	0	0	86.567	0	4.478	0	MELROSE	TRUE
readingurl23.json	https://ag.ny.gov/sites/default/files/2024-02/osha-multistate-petition.pdf	reading	2023	0	1	1	1	12281	33	0	3	130	2	3	2	4	4	0	2.027	87.838	1.351	2.027	1.351	2.703	2.703	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	READING	TRUE
readingurl46.json	https://www.fs.usda.gov/nrs/pubs/jrnl/2024/nrs_2024_nislow_001.pdf	reading	2016	0	1	1	1	5982	24	154	12	0	0	0	5	18	0	81.481	6.349	0	0	0	2.646	9.524	0	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	READING	TRUE
readingurl6.json	https://www.maine.gov/future/sites/maine.gov.future/files/inline-files/Summary_MunicipalClimateResilienceActivitiesReadinessInterviews_Nov.pdf	reading	2020	0	1	1	1	9264	23	24	13	0	0	0	2	2	4	53.333	28.889	0	0	0	4.444	4.444	8.889	0	0	0	7	1	0	0	0	0	0	0	87.5	12.5	0	0	0	READING	TRUE
revereurl19.json	http://www.rimed.org/rimedicaljournal/2021/11/2021-11-14-climate-webb.pdf	Revere	2021	0	1	1	1	4157	6	36	53	4	0	0	0	1	2	37.5	55.208	4.167	0	0	0	1.042	2.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	REVERE	TRUE
revereurl2.json	https://www.mapc.org/wp-content/uploads/2022/07/Pocket-Parks_Revere-REPORT_072219_FINAL.pdf	Revere	2012	0	1	1	1	11302	67	30	12	20	3	0	1	1	0	44.776	17.91	29.851	4.478	0	1.493	1.493	0	0	0	0	0	3	4	0	0	0	0	0	0	42.857	57.143	0	0	REVERE	TRUE
revereurl27.json	https://acjv.org/documents/MA_SALS_comp_guidance_doc.pdf	Revere	2023	0	1	1	1	7845	38	6	14	0	0	0	0	0	0	30	70	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	66.667	0	33.333	0	REVERE	TRUE
revereurl32.json	https://www3.epa.gov/region1/npdes/chelseacreekfuelterminals/pdfs/2022/irving-revere-swppp.pdf	Revere	2022	0	1	1	1	70451	343	90	570	0	34	0	67	48	1	11.111	70.37	0	4.198	0	8.272	5.926	0.123	1	0	0	0	33	0	0	0	2.941	0	0	0	97.059	0	0	0	REVERE	TRUE
revereurl34.json	https://www.paulreverehouse.org/wp-content/uploads/2021/06/Ep.-20_-Paul-Revere-and-Dr.-Joseph-Warren.pdf	Revere	(None, None)	0	1	1	1	1742	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	REVERE	TRUE
revereurl4.json	https://www.newea.org/wp-content/uploads/2021/06/NEWEASpr21_Session1_JDoyleBreen.pdf	Revere	2020	0	1	1	1	1132	33	21	8	0	0	0	0	2	0	67.742	25.806	0	0	0	0	6.452	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	REVERE	TRUE
revereurl5.json	https://www.epa.gov/system/files/documents/2024-05/r01-24-c-007.pdf	Revere	2021	0	1	1	1	11278	21	31	12	0	6	1	7	12	0	44.928	17.391	0	8.696	1.449	10.145	17.391	0	1	0	0	0	1	0	1	0	33.333	0	0	0	33.333	0	33.333	0	REVERE	TRUE
somervilleurl10.json	https://sites.tufts.edu/richardvogel/files/2019/04/adaptingUrbanInfrastructure.pdf	Somerville	2011	0	1	1	1	5316	11	54	70	0	3	0	0	2	0	41.86	54.264	0	2.326	0	0	1.55	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	SOMERVILLE	TRUE
somervilleurl20.json	https://www.conservationgateway.org/ConservationPractices/Marine/crr/library/Documents/FL-Keys-SLR_Mozumder_et_al_2011.pdf	Somerville	2008	0	1	1	1	3504	8	12	29	0	1	0	0	0	0	28.571	69.048	0	2.381	0	0	0	0	4	0	0	0	14	0	0	0	22.222	0	0	0	77.778	0	0	0	SOMERVILLE	TRUE
somervilleurl21.json	https://nca2018.globalchange.gov/downloads/NCA4_Ch10_Agriculture_Full.pdf	Somerville	2017	0	1	1	1	22043	47	32	17	70	8	1	1	73	26	14.035	7.456	30.702	3.509	0.439	0.439	32.018	11.404	1	0	0	0	1	2	1	0	20	0	0	0	20	40	20	0	SOMERVILLE	TRUE
somervilleurl3.json	https://www3.epa.gov/region1/npdes/mwra/pdf/2023/mwra-ditp-somerville-comments-11282023.pdf	Somerville	2023	0	1	1	1	1493	4	4	4	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SOMERVILLE	TRUE
wakefieldurl21.json	https://www.uaf.edu/cfos/files/people/mueter-cv.pdf	Wakefield	2018	0	1	1	1	10955	30	0	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	26	0	0	0	26	4	7	0	41.27	0	0	0	41.27	6.349	11.111	0	WAKEFIELD	TRUE
wakefieldurl23.json	https://nasuca.org/wp-content/uploads/2019/09/Dynamic-Risk-Phase-II.pdf	Wakefield	2018	0	1	1	1	86572	291	0	5	0	3	0	9	0	2	0	26.316	0	15.789	0	47.368	0	10.526	0	0	0	1	8	0	6	0	0	0	0	6.667	53.333	0	40	0	WAKEFIELD	TRUE
wakefieldurl3.json	https://www.phmsa.dot.gov/sites/phmsa.dot.gov/files/2023-11/Wakefield-MA-Municipal-Gas-and-Light-Department-PHMSA-NGDISM-FY22-EA-2023-08.pdf	Wakefield	2023	0	1	1	1	19274	95	29	3	0	21	1	14	4	0	40.278	4.167	0	29.167	1.389	19.444	5.556	0	0	0	0	0	16	1	0	0	0	0	0	0	94.118	5.882	0	0	WAKEFIELD	TRUE
wilmingtonurl34.json	https://www.nfwf.org/sites/default/files/2024-03/nfwf-conservation-investments-2023.pdf	Wilmington	2023	0	1	1	1	83035	53	163	142	1	5	0	10	15	71	40.049	34.889	0.246	1.229	0	2.457	3.686	17.445	32	0	0	1	20	1	3	0	56.14	0	0	1.754	35.088	1.754	5.263	0	WILMINGTON	TRUE
winchesterurl34.json	https://www.ocean.edu/wp-content/uploads/2020/04/Board_Clips_March-2020.pdf	Winchester	2020	0	1	1	1	1409	5	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WINCHESTER	TRUE
winchesterurl4.json	https://seagrant.whoi.edu/wp-content/uploads/2023/02/Climate-Change-and-Government-Negligence-Liability-in-Massachuset.pdf	Winchester	2013	0	1	1	1	4957	11	21	9	0	0	0	0	8	0	55.263	23.684	0	0	0	0	21.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WINCHESTER	TRUE
winthropurl11.json	https://www.whitehouse.gov/wp-content/uploads/2023/02/PCAST_Wildfires-Report_Feb2023.pdf	Winthrop	2022	0	1	1	1	9894	30	1	4	1	0	0	1	1	118	0.794	3.175	0.794	0	0	0.794	0.794	93.651	1	0	0	0	7	0	2	0	10	0	0	0	70	0	20	0	WINTHROP	TRUE
winthropurl2.json	https://massland.org/sites/default/files/documents/frpp_fact_sheet.pdf	Winthrop	2018	0	1	1	1	2064	5	62	13	0	0	0	0	15	0	68.889	14.444	0	0	0	0	16.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WINTHROP	TRUE
winthropurl34.json	https://www.congress.gov/117/crpt/hrpt708/CRPT-117hrpt708.pdf	Winthrop	2022	0	1	1	1	46750	110	0	3	0	0	3	0	1	0	0	42.857	0	0	42.857	0	14.286	0	0	0	0	0	0	6	3	0	0	0	0	0	0	66.667	33.333	0	WINTHROP	TRUE
winthropurl6.json	https://thetrustees.org/wp-content/uploads/2021/06/FRPP-Fact-Sheet-June-2021.pdf	Winthrop	2018	0	1	1	1	2073	5	64	13	0	0	0	0	15	0	69.565	14.13	0	0	0	0	16.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WINTHROP	TRUE
winthropurl8.json	https://www.hamiltonma.gov/wp-content/uploads/2024/03/FY-2023-ANNUAL-TOWN-REPORT-FINAL.pdf	Winthrop	2023	1	1	1	1	30617	120	0	20	0	3	8	3	1	5	0	50	0	7.5	20	7.5	2.5	12.5	4	0	0	0	3	27	0	0	11.765	0	0	0	8.824	79.412	0	0	WINTHROP	TRUE
woburnurl13.json	https://www.csu.edu/cerc/researchreports/documents/GenerationsatRiskHowEnvironmentalToxinsMayAffectReproductiveHealth1998.pdf	Woburn	1995	0	1	1	1	98860	174	0	17	0	12	52	289	1	14	0	4.416	0	3.117	13.506	75.065	0.26	3.636	2	0	0	5	11	0	7	0	8	0	0	20	44	0	28	0	WOBURN	TRUE
