file_name	url	most_common_town	most_mentioned_year	ma_url	relevant	total_words	total_pages	flood_count	storm_count	heat_count	air_pollution_count	indoor_air_quality_count	chemical_hazards_count	extreme_precipitation_count	fire_count	flood_percent	storm_percent	heat_percent	air_pollution_percent	indoor_air_quality_percent	chemical_hazards_percent	extreme_precipitation_percent	fire_percent	workshop_count	mapping_count	focus_group_count	interview_count	survey_count	community_meeting_count	small_group_meeting_count	information_count	workshop_percent	mapping_percent	focus_group_percent	interview_percent	survey_percent	community_meeting_percent	small_group_meeting_percent	information_percent	town_name	towns_match
somervilleurl8.json	https://somerville.k12.ma.us/sites/default/files/SEU-update-Jan2024-School%20Committee.pdf	Somerville	2023	1	1	1344	4	1	0	0	3	16	1	0	1	4.5	0	0	13.6	72.7	4.5	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SOMERVILLE	TRUE
wakefieldurl23.json	https://nasuca.org/wp-content/uploads/2019/09/Dynamic-Risk-Phase-II.pdf	Wakefield	2018	0	1	86572	291	0	5	0	3	0	9	0	2	0	26.3	0	15.8	0	47.4	0	10.5	0	0	0	1	8	0	6	0	0	0	0	6.7	53.3	0	40	0	WAKEFIELD	TRUE
wakefieldurl3.json	https://www.phmsa.dot.gov/sites/phmsa.dot.gov/files/2023-11/Wakefield-MA-Municipal-Gas-and-Light-Department-PHMSA-NGDISM-FY22-EA-2023-08.pdf	Wakefield	2023	0	1	19274	95	29	3	0	21	1	14	4	0	40.3	4.2	0	29.2	1.4	19.4	5.6	0	0	0	0	0	16	1	0	0	0	0	0	0	94.1	5.9	0	0	WAKEFIELD	TRUE
watertownurl1.json	https://kladashboard-clientsourcefiles.s3.amazonaws.com/watertown/1.5_heat+mapping+assessment+and+report.pdf	Watertown	2021	0	1	4522	29	6	8	58	3	0	2	18	0	6.3	8.4	61.1	3.2	0	2.1	18.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WATERTOWN	TRUE
watertownurl26.json	https://apps.dtic.mil/sti/tr/pdf/ADA305301.pdf	Watertown	1992	0	1	97251	274	1	37	38	1	34	36	0	14	0.6	23	23.6	0.6	21.1	22.4	0	8.7	3	0	0	0	4	2	5	0	21.4	0	0	0	28.6	14.3	35.7	0	WATERTOWN	TRUE
wilmingtonurl34.json	https://www.nfwf.org/sites/default/files/2024-03/nfwf-conservation-investments-2023.pdf	Wilmington	2023	0	1	83035	53	163	142	1	5	0	10	15	71	40	34.9	0.2	1.2	0	2.5	3.7	17.4	32	0	0	1	20	1	3	0	56.1	0	0	1.8	35.1	1.8	5.3	0	WILMINGTON	TRUE
wilmingtonurl46.json	https://wilmingtonvermont.us/wp-content/uploads/2021/05/Wilmington_-2019-Haz-Mit-Plan-update-adopted.pdf	Wilmington	2011	0	1	25656	84	373	177	0	0	0	0	42	5	62.5	29.6	0	0	0	0	7	0.8	0	0	0	2	3	10	0	0	0	0	0	13.3	20	66.7	0	0	WILMINGTON	TRUE
winchesterurl34.json	https://www.ocean.edu/wp-content/uploads/2020/04/Board_Clips_March-2020.pdf	Winchester	2020	0	1	1409	5	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WINCHESTER	TRUE
winchesterurl4.json	https://seagrant.whoi.edu/wp-content/uploads/2023/02/Climate-Change-and-Government-Negligence-Liability-in-Massachuset.pdf	Winchester	2013	0	1	4957	11	21	9	0	0	0	0	8	0	55.3	23.7	0	0	0	0	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WINCHESTER	TRUE
winthropurl14.json	https://winthroptranscript.com/wp-content/uploads/2023/04/WST0427.pdf	Winthrop	2023	0	1	27357	16	2	15	1	0	0	0	0	0	11.1	83.3	5.6	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	16.7	0	83.3	0	0	WINTHROP	TRUE
winthropurl18.json	https://town.holland.ma.us/sites/g/files/vyhlif3266/f/news/environmental_hazard_mitigation_project_preliminary_proposal_final_2_all_public_0.pdf	Winthrop	2022	1	1	6219	20	7	1	0	0	0	3	1	0	58.3	8.3	0	0	0	25	8.3	0	2	0	0	0	2	1	0	0	40	0	0	0	40	20	0	0	WINTHROP	TRUE
winthropurl2.json	https://massland.org/sites/default/files/documents/frpp_fact_sheet.pdf	Winthrop	2018	0	1	2064	5	62	13	0	0	0	0	15	0	68.9	14.4	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WINTHROP	TRUE
winthropurl34.json	https://www.congress.gov/117/crpt/hrpt708/CRPT-117hrpt708.pdf	Winthrop	2022	0	1	46750	110	0	3	0	0	3	0	1	0	0	42.9	0	0	42.9	0	14.3	0	0	0	0	0	0	6	3	0	0	0	0	0	0	66.7	33.3	0	WINTHROP	TRUE
winthropurl6.json	https://thetrustees.org/wp-content/uploads/2021/06/FRPP-Fact-Sheet-June-2021.pdf	Winthrop	2018	0	1	2073	5	64	13	0	0	0	0	15	0	69.6	14.1	0	0	0	0	16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WINTHROP	TRUE
winthropurl8.json	https://www.hamiltonma.gov/wp-content/uploads/2024/03/FY-2023-ANNUAL-TOWN-REPORT-FINAL.pdf	Winthrop	2023	0	1	30617	120	0	20	0	3	8	3	1	5	0	50	0	7.5	20	7.5	2.5	12.5	4	0	0	0	3	27	0	0	11.8	0	0	0	8.8	79.4	0	0	WINTHROP	TRUE
woburnurl1.json	https://eeaonline.eea.state.ma.us/EEA/emepa/mepacerts/2020/sc/enf/FINAL16276%20enf%20495%20Woburn%20Street-Tewksbury%20Billerica%2011-5-2020.pdf	Woburn	2020	1	1	7778	22	8	16	0	9	21	4	0	0	13.8	27.6	0	15.5	36.2	6.9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	100	0	0	0	WOBURN	TRUE
woburnurl13.json	https://www.csu.edu/cerc/researchreports/documents/GenerationsatRiskHowEnvironmentalToxinsMayAffectReproductiveHealth1998.pdf	Woburn	1995	0	1	98860	174	0	17	0	12	52	289	1	14	0	4.4	0	3.1	13.5	75.1	0.3	3.6	2	0	0	5	11	0	7	0	8	0	0	20	44	0	28	0	WOBURN	TRUE
